"T DMSO","P DMSO","T MIX","P MIX","RR1","RR2","PURITY","SIMRES"
"310","1.5","325","1.5","0.5","1","0.950132397","Warnings"
"310","1.5","325","1.5","0.5","1.25","0.950131542","Warnings"
"310","1.5","325","1.5","0.75","0.5","0.984648204","Warnings"
"310","1.5","325","1.5","0.75","0.75","0.984625248","Warnings"
"310","1.5","325","1.5","0.75","1","0.984624608","Warnings"
"310","1.5","325","1.5","0.75","1.25","0.984623939","Warnings"
"310","1.5","325","1.5","1","0.5","0.994921961","Warnings"
"310","1.5","325","1.5","1","0.75","0.994921188","Warnings"
"310","1.5","325","1.5","1","1","0.994921146","Warnings"
"310","1.5","325","1.5","1","1.25","0.994921147","Warnings"
"310","1.5","325","1.5","1.25","0.5","0.995731092","Warnings"
"310","1.5","325","1.5","1.25","0.75","0.995729905","Warnings"
"310","1.5","325","1.5","1.25","1","0.995730011","Warnings"
"310","1.5","325","1.5","1.25","1.25","0.995729999","Warnings"
"310","1.5","325","2","0.5","0.5","0.950136104","OK"
"310","1.5","325","2","0.5","0.75","0.95013192","OK"
"310","1.5","325","2","0.5","1","0.950132397","OK"
"310","1.5","325","2","0.5","1.25","0.950131542","OK"
"310","1.5","325","2","0.75","0.5","0.984648204","OK"
"310","1.5","325","2","0.75","0.75","0.984625248","OK"
"310","1.5","325","2","0.75","1","0.984624608","OK"
"310","1.5","325","2","0.75","1.25","0.984623939","OK"
"310","1.5","325","2","1","0.5","0.994921961","OK"
"310","1.5","325","2","1","0.75","0.994921188","OK"
"310","1.5","325","2","1","1","0.994921146","OK"
"310","1.5","325","2","1","1.25","0.994921147","OK"
"310","1.5","325","2","1.25","0.5","0.995731092","OK"
"310","1.5","325","2","1.25","0.75","0.995729905","OK"
"310","1.5","325","2","1.25","1","0.995730011","OK"
"310","1.5","325","2","1.25","1.25","0.995729999","OK"
"310","1.5","325","2.5","0.5","0.5","0.950136104","OK"
"310","1.5","325","2.5","0.5","0.75","0.95013192","OK"
"310","1.5","325","2.5","0.5","1","0.950132397","OK"
"310","1.5","325","2.5","0.5","1.25","0.950131542","OK"
"310","1.5","325","2.5","0.75","0.5","0.984648204","OK"
"310","1.5","325","2.5","0.75","0.75","0.984625248","OK"
"310","1.5","325","2.5","0.75","1","0.984624608","OK"
"310","1.5","325","2.5","0.75","1.25","0.984623939","OK"
"310","1.5","325","2.5","1","0.5","0.994921961","OK"
"310","1.5","325","2.5","1","0.75","0.994921188","OK"
"310","1.5","325","2.5","1","1","0.994921146","OK"
"310","1.5","325","2.5","1","1.25","0.994921147","OK"
"310","1.5","325","2.5","1.25","0.5","0.995731092","OK"
"310","1.5","325","2.5","1.25","0.75","0.995729905","OK"
"310","1.5","325","2.5","1.25","1","0.995730011","OK"
"310","1.5","325","2.5","1.25","1.25","0.995729999","OK"
"310","2","310","1","0.5","0.5","0.954251427","Warnings"
"310","2","310","1","0.5","0.75","0.954224992","Warnings"
"310","2","310","1","0.5","1","0.954223339","Warnings"
"310","2","310","1","0.5","1.25","0.954221427","Warnings"
"310","2","310","1","0.75","0.5","0.987431437","Warnings"
"310","2","310","1","0.75","0.75","0.987409019","Warnings"
"310","2","310","1","0.75","1","0.987408597","Warnings"
"310","2","310","1","0.75","1.25","0.987408423","Warnings"
"310","2","310","1","1","0.5","0.995121473","Warnings"
"310","2","310","1","1","0.75","0.995120356","Warnings"
"310","2","310","1","1","1","0.995120686","Warnings"
"310","2","310","1","1","1.25","0.995120678","Warnings"
"310","2","310","1","1.25","0.5","0.995779052","Warnings"
"310","2","310","1","1.25","0.75","0.995777987","Warnings"
"310","2","310","1","1.25","1","0.995778087","Warnings"
"310","2","310","1","1.25","1.25","0.995778142","Warnings"
"310","2","310","1.5","0.5","0.5","0.954257046","Warnings"
"310","2","310","1.5","0.5","0.75","0.954220932","Warnings"
"310","2","310","1.5","0.5","1","0.954217907","Warnings"
"310","2","310","1.5","0.5","1.25","0.954219986","Warnings"
"310","2","310","1.5","0.75","0.5","0.987431266","Warnings"
"310","2","310","1.5","0.75","0.75","0.987409019","Warnings"
"310","2","310","1.5","0.75","1","0.987408602","Warnings"
"310","2","310","1.5","0.75","1.25","0.987408425","Warnings"
"310","2","310","1.5","1","0.5","0.995121473","Warnings"
"310","2","310","1.5","1","0.75","0.995120356","Warnings"
"310","2","310","1.5","1","1","0.995120686","Warnings"
"310","2","310","1.5","1","1.25","0.995120678","Warnings"
"310","2","310","1.5","1.25","0.5","0.995779052","Warnings"
"310","2","310","1.5","1.25","0.75","0.995777987","Warnings"
"310","2","310","1.5","1.25","1","0.995778087","Warnings"
"310","2","310","1.5","1.25","1.25","0.995778142","Warnings"
"310","2","310","2","0.5","0.5","0.954257046","OK"
"310","2","310","2","0.5","0.75","0.954220932","OK"
"310","2","310","2","0.5","1","0.954217907","OK"
"310","2","310","2","0.5","1.25","0.954219986","OK"
"310","2","310","2","0.75","0.5","0.987431266","OK"
"310","2","310","2","0.75","0.75","0.987409019","OK"
"310","2","310","2","0.75","1","0.987408602","OK"
"310","2","310","2","0.75","1.25","0.987408425","OK"
"310","2","310","2","1","0.5","0.995121473","OK"
"310","2","310","2","1","0.75","0.995120356","OK"
"310","2","310","2","1","1","0.995120686","OK"
"310","2","310","2","1","1.25","0.995120678","OK"
"310","2","310","2","1.25","0.5","0.995779052","OK"
"310","2","310","2","1.25","0.75","0.995777987","OK"
"310","2","310","2","1.25","1","0.995778087","OK"
"310","2","310","2","1.25","1.25","0.995778142","OK"
"310","2","310","2.5","0.5","0.5","0.954257046","OK"
"310","2","310","2.5","0.5","0.75","0.954220932","OK"
"310","2","310","2.5","0.5","1","0.954217907","OK"
"310","2","310","2.5","0.5","1.25","0.954219986","OK"
"310","2","310","2.5","0.75","0.5","0.987431266","OK"
"310","2","310","2.5","0.75","0.75","0.987409019","OK"
"310","2","310","2.5","0.75","1","0.987408602","OK"
"310","2","310","2.5","0.75","1.25","0.987408425","OK"
"310","2","310","2.5","1","0.5","0.995121473","OK"
"310","2","310","2.5","1","0.75","0.995120356","OK"
"310","2","310","2.5","1","1","0.995120686","OK"
"310","2","310","2.5","1","1.25","0.995120678","OK"
"310","2","310","2.5","1.25","0.5","0.995779052","OK"
"310","2","310","2.5","1.25","0.75","0.995777987","OK"
"310","2","310","2.5","1.25","1","0.995778087","OK"
"310","2","310","2.5","1.25","1.25","0.995778142","OK"
"310","2","315","1","0.5","0.5","0.952928592","Warnings"
"310","2","315","1","0.5","0.75","0.952921633","Warnings"
"310","2","315","1","0.5","1","0.952921718","Warnings"
"310","2","315","1","0.5","1.25","0.952920878","Warnings"
"310","2","315","1","0.75","0.5","0.98659584","Warnings"
"310","2","315","1","0.75","0.75","0.986568056","Warnings"
"310","2","315","1","0.75","1","0.986567974","Warnings"
"310","2","315","1","0.75","1.25","0.986567905","Warnings"
"310","2","315","1","1","0.5","0.995062974","Warnings"
"310","2","315","1","1","0.75","0.995061748","Warnings"
"310","2","315","1","1","1","0.995061818","Warnings"
"310","2","315","1","1","1.25","0.995061895","Warnings"
"310","2","315","1","1.25","0.5","0.99576442","Warnings"
"310","2","315","1","1.25","0.75","0.995763315","Warnings"
"310","2","315","1","1.25","1","0.995763421","Warnings"
"310","2","315","1","1.25","1.25","0.995763477","Warnings"
"310","2","315","1.5","0.5","0.5","0.952976177","Warnings"
"310","2","315","1.5","0.5","0.75","0.952919762","Warnings"
"310","2","315","1.5","0.5","1","0.952924613","Warnings"
"310","2","315","1.5","0.5","1.25","0.952920284","Warnings"
"310","2","315","1.5","0.75","0.5","0.986591904","Warnings"
"310","2","315","1.5","0.75","0.75","0.986567574","Warnings"
"310","2","315","1.5","0.75","1","0.986568599","Warnings"
"310","2","315","1.5","0.75","1.25","0.986568542","Warnings"
"310","2","315","1.5","1","0.5","0.995062972","Warnings"
"310","2","315","1.5","1","0.75","0.995061747","Warnings"
"310","2","315","1.5","1","1","0.995061817","Warnings"
"310","2","315","1.5","1","1.25","0.995061895","Warnings"
"310","2","315","1.5","1.25","0.5","0.99576442","Warnings"
"310","2","315","1.5","1.25","0.75","0.995763315","Warnings"
"310","2","315","1.5","1.25","1","0.995763421","Warnings"
"310","2","315","1.5","1.25","1.25","0.995763477","Warnings"
"310","2","315","2","0.5","0.5","0.952976177","OK"
"310","2","315","2","0.5","0.75","0.952919762","OK"
"310","2","315","2","0.5","1","0.952924613","OK"
"310","2","315","2","0.5","1.25","0.952920285","OK"
"310","2","315","2","0.75","0.5","0.986591903","OK"
"310","2","315","2","0.75","0.75","0.986567574","OK"
"310","2","315","2","0.75","1","0.986568599","OK"
"310","2","315","2","0.75","1.25","0.986568542","OK"
"310","2","315","2","1","0.5","0.995062972","OK"
"310","2","315","2","1","0.75","0.995061747","OK"
"310","2","315","2","1","1","0.995061817","OK"
"310","2","315","2","1","1.25","0.995061895","OK"
"310","2","315","2","1.25","0.5","0.99576442","OK"
"310","2","315","2","1.25","0.75","0.995763315","OK"
"310","2","315","2","1.25","1","0.995763421","OK"
"310","2","315","2","1.25","1.25","0.995763477","OK"
"310","2","315","2.5","0.5","0.5","0.952976177","OK"
"310","2","315","2.5","0.5","0.75","0.952919762","OK"
"310","2","315","2.5","0.5","1","0.952924613","OK"
"310","2","315","2.5","0.5","1.25","0.952920285","OK"
"310","2","315","2.5","0.75","0.5","0.986591903","OK"
"310","2","315","2.5","0.75","0.75","0.986567574","OK"
"310","2","315","2.5","0.75","1","0.986568599","OK"
"310","2","315","2.5","0.75","1.25","0.986568542","OK"
"310","2","315","2.5","1","0.5","0.995062972","OK"
"310","2","315","2.5","1","0.75","0.995061747","OK"
"310","2","315","2.5","1","1","0.995061817","OK"
"310","2","315","2.5","1","1.25","0.995061895","OK"
"310","2","315","2.5","1.25","0.5","0.99576442","OK"
"310","2","315","2.5","1.25","0.75","0.995763315","OK"
"310","2","315","2.5","1.25","1","0.995763421","OK"
"310","2","315","2.5","1.25","1.25","0.995763477","OK"
"310","2","320","1","0.5","0.5","0.951589419","Warnings"
"310","2","320","1","0.5","0.75","0.951562349","Warnings"
"310","2","320","1","0.5","1","0.951558337","Warnings"
"310","2","320","1","0.5","1.25","0.951557257","Warnings"
"310","2","320","1","0.75","0.5","0.985659934","Warnings"
"310","2","320","1","0.75","0.75","0.985640663","Warnings"
"310","2","320","1","0.75","1","0.985638805","Warnings"
"310","2","320","1","0.75","1.25","0.98564238","Warnings"
"310","2","320","1","1","0.5","0.99499702","Warnings"
"310","2","320","1","1","0.75","0.994995896","Warnings"
"310","2","320","1","1","1","0.994995781","Warnings"
"310","2","320","1","1","1.25","0.994995774","Warnings"
"310","2","320","1","1.25","0.5","0.995748492","Warnings"
"310","2","320","1","1.25","0.75","0.995747349","Warnings"
"310","2","320","1","1.25","1","0.995747452","Warnings"
"310","2","320","1","1.25","1.25","0.995747446","Warnings"
"310","2","320","1.5","0.5","0.5","0.951583018","Warnings"
"310","2","320","1.5","0.5","0.75","0.951559991","Warnings"
"310","2","320","1.5","0.5","1","0.95155747","Warnings"
"310","2","320","1.5","0.5","1.25","0.951557363","Warnings"
"310","2","320","1.5","0.75","0.5","0.985659913","Warnings"
"310","2","320","1.5","0.75","0.75","0.985640633","Warnings"
"310","2","320","1.5","0.75","1","0.985638812","Warnings"
"310","2","320","1.5","0.75","1.25","0.985642385","Warnings"
"310","2","320","1.5","1","0.5","0.99499702","Warnings"
"310","2","320","1.5","1","0.75","0.994995896","Warnings"
"310","2","320","1.5","1","1","0.994995781","Warnings"
"310","2","320","1.5","1","1.25","0.994995774","Warnings"
"310","2","320","1.5","1.25","0.5","0.995748492","Warnings"
"310","2","320","1.5","1.25","0.75","0.995747349","Warnings"
"310","2","320","1.5","1.25","1","0.995747452","Warnings"
"310","2","320","1.5","1.25","1.25","0.995747446","Warnings"
"310","2","320","2","0.5","0.5","0.951583017","OK"
"310","2","320","2","0.5","0.75","0.951559991","OK"
"310","2","320","2","0.5","1","0.95155747","OK"
"310","2","320","2","0.5","1.25","0.951557363","OK"
"310","2","320","2","0.75","0.5","0.985659913","OK"
"310","2","320","2","0.75","0.75","0.985640633","OK"
"310","2","320","2","0.75","1","0.985638812","OK"
"310","2","320","2","0.75","1.25","0.985642385","OK"
"310","2","320","2","1","0.5","0.99499702","OK"
"310","2","320","2","1","0.75","0.994995896","OK"
"310","2","320","2","1","1","0.994995781","OK"
"310","2","320","2","1","1.25","0.994995774","OK"
"310","2","320","2","1.25","0.5","0.995748492","OK"
"310","2","320","2","1.25","0.75","0.995747349","OK"
"310","2","320","2","1.25","1","0.995747452","OK"
"310","2","320","2","1.25","1.25","0.995747446","OK"
"310","2","320","2.5","0.5","0.5","0.951583017","OK"
"310","2","320","2.5","0.5","0.75","0.951559991","OK"
"310","2","320","2.5","0.5","1","0.95155747","OK"
"310","2","320","2.5","0.5","1.25","0.951557363","OK"
"310","2","320","2.5","0.75","0.5","0.985659913","OK"
"310","2","320","2.5","0.75","0.75","0.985640633","OK"
"310","2","320","2.5","0.75","1","0.985638812","OK"
"310","2","320","2.5","0.75","1.25","0.985642385","OK"
"310","2","320","2.5","1","0.5","0.99499702","OK"
"310","2","320","2.5","1","0.75","0.994995896","OK"
"310","2","320","2.5","1","1","0.994995781","OK"
"310","2","320","2.5","1","1.25","0.994995774","OK"
"310","2","320","2.5","1.25","0.5","0.995748492","OK"
"310","2","320","2.5","1.25","0.75","0.995747349","OK"
"310","2","320","2.5","1.25","1","0.995747452","OK"
"310","2","320","2.5","1.25","1.25","0.995747446","OK"
"310","2","325","1","0.5","0.5","0.950119483","Warnings"
"310","2","325","1","0.5","0.75","0.950132712","Warnings"
"310","2","325","1","0.5","1","0.950131225","Warnings"
"310","2","325","1","0.5","1.25","0.950129631","Warnings"
"310","2","325","1","0.75","0.5","0.984649085","Warnings"
"310","2","325","1","0.75","0.75","0.984627516","Warnings"
"310","2","325","1","0.75","1","0.9846249","Warnings"
"310","2","325","1","0.75","1.25","0.98462536","Warnings"
"310","2","325","1","1","0.5","0.994921962","Warnings"
"310","2","325","1","1","0.75","0.994921187","Warnings"
"310","2","325","1","1","1","0.994921144","Warnings"
"310","2","325","1","1","1.25","0.994921144","Warnings"
"310","2","325","1","1.25","0.5","0.995731092","Warnings"
"310","2","325","1","1.25","0.75","0.995729905","Warnings"
"310","2","325","1","1.25","1","0.995730011","Warnings"
"310","2","325","1","1.25","1.25","0.995729999","Warnings"
"310","2","325","1.5","0.5","0.5","0.950136107","Warnings"
"310","2","325","1.5","0.5","0.75","0.95013192","Warnings"
"310","2","325","1.5","0.5","1","0.950132397","Warnings"
"310","2","325","1.5","0.5","1.25","0.950131542","Warnings"
"310","2","325","1.5","0.75","0.5","0.984648204","Warnings"
"310","2","325","1.5","0.75","0.75","0.984625248","Warnings"
"310","2","325","1.5","0.75","1","0.984624608","Warnings"
"310","2","325","1.5","0.75","1.25","0.984623939","Warnings"
"310","2","325","1.5","1","0.5","0.994921961","Warnings"
"310","2","325","1.5","1","0.75","0.994921188","Warnings"
"310","2","325","1.5","1","1","0.994921146","Warnings"
"310","2","325","1.5","1","1.25","0.994921147","Warnings"
"310","2","325","1.5","1.25","0.5","0.995731092","Warnings"
"310","2","325","1.5","1.25","0.75","0.995729905","Warnings"
"310","2","325","1.5","1.25","1","0.995730011","Warnings"
"310","2","325","1.5","1.25","1.25","0.995729999","Warnings"
"310","2","325","2","0.5","0.5","0.950136104","OK"
"310","2","325","2","0.5","0.75","0.95013192","OK"
"310","2","325","2","0.5","1","0.950132397","OK"
"310","2","325","2","0.5","1.25","0.950131542","OK"
"310","2","325","2","0.75","0.5","0.984648204","OK"
"310","2","325","2","0.75","0.75","0.984625248","OK"
"310","2","325","2","0.75","1","0.984624608","OK"
"310","2","325","2","0.75","1.25","0.984623939","OK"
"310","2","325","2","1","0.5","0.994921961","OK"
"310","2","325","2","1","0.75","0.994921188","OK"
"310","2","325","2","1","1","0.994921146","OK"
"310","2","325","2","1","1.25","0.994921147","OK"
"310","2","325","2","1.25","0.5","0.995731092","OK"
"310","2","325","2","1.25","0.75","0.995729905","OK"
"310","2","325","2","1.25","1","0.995730011","OK"
"310","2","325","2","1.25","1.25","0.995729999","OK"
"310","2","325","2.5","0.5","0.5","0.950136104","OK"
"310","2","325","2.5","0.5","0.75","0.95013192","OK"
"310","2","325","2.5","0.5","1","0.950132397","OK"
"310","2","325","2.5","0.5","1.25","0.950131542","OK"
"310","2","325","2.5","0.75","0.5","0.984648204","OK"
"310","2","325","2.5","0.75","0.75","0.984625248","OK"
"310","2","325","2.5","0.75","1","0.984624608","OK"
"310","2","325","2.5","0.75","1.25","0.984623939","OK"
"310","2","325","2.5","1","0.5","0.994921961","OK"
"310","2","325","2.5","1","0.75","0.994921188","OK"
"310","2","325","2.5","1","1","0.994921146","OK"
"310","2","325","2.5","1","1.25","0.994921147","OK"
"310","2","325","2.5","1.25","0.5","0.995731092","OK"
"310","2","325","2.5","1.25","0.75","0.995729905","OK"
"310","2","325","2.5","1.25","1","0.995730011","OK"
"310","2","325","2.5","1.25","1.25","0.995729999","OK"
"310","2.5","310","1","0.5","0.5","0.954251427","Warnings"
"310","2.5","310","1","0.5","0.75","0.954224992","Warnings"
"310","2.5","310","1","0.5","1","0.954223339","Warnings"
"310","2.5","310","1","0.5","1.25","0.954221427","Warnings"
"310","2.5","310","1","0.75","0.5","0.987431437","Warnings"
"310","2.5","310","1","0.75","0.75","0.987409019","Warnings"
"310","2.5","310","1","0.75","1","0.987408597","Warnings"
"310","2.5","310","1","0.75","1.25","0.987408423","Warnings"
"310","2.5","310","1","1","0.5","0.995121473","Warnings"
"310","2.5","310","1","1","0.75","0.995120356","Warnings"
"310","2.5","310","1","1","1","0.995120686","Warnings"
"310","2.5","310","1","1","1.25","0.995120678","Warnings"
"310","2.5","310","1","1.25","0.5","0.995779052","Warnings"
"310","2.5","310","1","1.25","0.75","0.995777987","Warnings"
"310","2.5","310","1","1.25","1","0.995778087","Warnings"
"310","2.5","310","1","1.25","1.25","0.995778142","Warnings"
"310","2.5","310","1.5","0.5","0.5","0.954257046","Warnings"
"310","2.5","310","1.5","0.5","0.75","0.954220932","Warnings"
"310","2.5","310","1.5","0.5","1","0.954217907","Warnings"
"310","2.5","310","1.5","0.5","1.25","0.954219986","Warnings"
"310","2.5","310","1.5","0.75","0.5","0.987431266","Warnings"
"310","2.5","310","1.5","0.75","0.75","0.987409019","Warnings"
"310","2.5","310","1.5","0.75","1","0.987408602","Warnings"
"310","2.5","310","1.5","0.75","1.25","0.987408425","Warnings"
"310","2.5","310","1.5","1","0.5","0.995121473","Warnings"
