Simulation status,Solvent,T(C) ,P(bar),RR-01,RR-02,Solvent flowrate (kmol/hr),Methanol purity,C-01 duty (kJ/hr),C-02 duty (kJ/hr)
OK,EAAC,35,3,0.75,1,830,0.648950917,-15005963.9,-18101428.1
OK,EAAC,35,3,0.75,1.25,600,0.725998327,-14790440.9,-20648384.8
OK,EAAC,35,3,0.75,1.25,650,0.708384996,-14839264.6,-20583509.8
OK,EAAC,35,3,0.75,1.25,720,0.684639384,-14904759.5,-20495518.1
OK,EAAC,35,3,0.75,1.25,770,0.668133053,-14950901.4,-20434068.5
OK,EAAC,35,3,0.75,1.25,830,0.648946856,-15005963.9,-20362406.2
OK,EAAC,35,3,1,0.25,600,0.579980303,-16827892.5,-12278353.1
OK,EAAC,35,3,1,0.25,650,0.559212715,-16883804.8,-12309331.6
OK,EAAC,35,3,1,0.25,720,0.532929091,-16960022.7,-12355846.3
OK,EAAC,35,3,1,0.25,770,0.515554712,-17014090.4,-12390363.8
OK,EAAC,35,3,1,0.25,830,0.495896511,-17077841.8,-12432980.7
OK,EAAC,35,3,1,0.5,600,0.680101923,-16826950.5,-14115556.7
OK,EAAC,35,3,1,0.5,650,0.654387314,-16883781.1,-14144178.8
OK,EAAC,35,3,1,0.5,720,0.62144301,-16960028.7,-14191486.3
OK,EAAC,35,3,1,0.5,770,0.599853584,-17014083,-14229514.2
OK,EAAC,35,3,1,0.5,830,0.575874308,-17077842.2,-14278963.3
OK,EAAC,35,3,1,0.75,600,0.7414635,-16826950.5,-16111913.6
OK,EAAC,35,3,1,0.75,650,0.722982589,-16883781.1,-16058961
OK,EAAC,35,3,1,0.75,720,0.697707905,-16960028.7,-15989445.2
OK,EAAC,35,3,1,0.75,770,0.679407846,-17014083,-15946436.2
OK,EAAC,35,3,1,0.75,830,0.652578723,-17077842.2,-15942587.9
OK,EAAC,35,3,1,1,600,0.74147332,-16826950.5,-18413552.3
OK,EAAC,35,3,1,1,650,0.723070969,-16883781.1,-18352509.2
OK,EAAC,35,3,1,1,720,0.698304652,-16960028.7,-18269304.2
OK,EAAC,35,3,1,1,770,0.681083945,-17014083,-18210893.3
OK,EAAC,35,3,1,1,830,0.660950559,-17077842.2,-18142146.8
OK,EAAC,35,3,1,1.25,600,0.741473554,-16826950.5,-20715243.5
OK,EAAC,35,3,1,1.25,650,0.723071291,-16883781.1,-20646568.7
OK,EAAC,35,3,1,1.25,720,0.698305213,-16960028.7,-20552957.2
OK,EAAC,35,3,1,1.25,770,0.681084938,-17014083,-20487234.7
OK,EAAC,35,3,1,1.25,830,0.660955822,-17077842.2,-20409785.4
OK,EAAC,35,3,1.25,0.25,600,0.594089,-18863565.4,-12297041.4
OK,EAAC,35,3,1.25,0.25,650,0.572137518,-18929765.5,-12326024.5
OK,EAAC,35,3,1.25,0.25,720,0.544408124,-19017785.4,-12370059.5
OK,EAAC,35,3,1.25,0.25,770,0.526092853,-19079809.4,-12403038.9
OK,EAAC,35,3,1.25,0.25,830,0.50530729,-19154896.5,-12443985.8
OK,EAAC,35,3,1.25,0.5,600,0.695949355,-18864228.6,-14145133.3
OK,EAAC,35,3,1.25,0.5,650,0.669131684,-18929836.8,-14170728.3
OK,EAAC,35,3,1.25,0.5,720,0.634736403,-19017780.7,-14214251.1
OK,EAAC,35,3,1.25,0.5,770,0.612125177,-19079808.1,-14249802
OK,EAAC,35,3,1.25,0.5,830,0.586868491,-19154897.3,-14296479.4
OK,EAAC,35,3,1.25,0.75,600,0.757320207,-18864228.6,-16160918.1
OK,EAAC,35,3,1.25,0.75,650,0.737903355,-18929836.8,-16105685
OK,EAAC,35,3,1.25,0.75,720,0.711787088,-19017780.7,-16031210.9
OK,EAAC,35,3,1.25,0.75,770,0.692797754,-19079808.1,-15984747.1
OK,EAAC,35,3,1.25,0.75,830,0.6650984,-19154897.3,-15973367.1
OK,EAAC,35,3,1.25,1,600,0.757323759,-18864228.6,-18469597.6
OK,EAAC,35,3,1.25,1,650,0.737911139,-18929836.8,-18406438.7
OK,EAAC,35,3,1.25,1,720,0.711877129,-19017780.7,-18320630.8
OK,EAAC,35,3,1.25,1,770,0.693776671,-19079808.1,-18260371.3
OK,EAAC,35,3,1.25,1,830,0.672507507,-19154897.3,-18189048.7
OK,EAAC,35,3,1.25,1.25,600,0.757323964,-18864228.6,-20778297.3
OK,EAAC,35,3,1.25,1.25,650,0.737911407,-18929836.8,-20707240.1
OK,EAAC,35,3,1.25,1.25,720,0.711877528,-19017780.7,-20610702.8
OK,EAAC,35,3,1.25,1.25,770,0.693777215,-19079808.1,-20542905.6
OK,EAAC,35,3,1.25,1.25,830,0.672508325,-19154897.3,-20462655.2
Warnings,EAAC,40,1,0.25,0.25,600,0.537797356,-11126204.1,-12125077.7
Warnings,EAAC,40,1,0.25,0.25,650,0.522297608,-11168016,-12159888.3
Warnings,EAAC,40,1,0.25,0.25,720,0.502601019,-11221655.4,-12210677.4
Warnings,EAAC,40,1,0.25,0.25,770,0.489431169,-11256236.8,-12247481.9
Warnings,EAAC,40,1,0.25,0.25,830,0.474325402,-11295594.2,-12292202
Warnings,EAAC,40,1,0.25,0.5,600,0.627847595,-11127344.9,-13887988.9
Warnings,EAAC,40,1,0.25,0.5,650,0.607408008,-11167998.3,-13921882.7
Warnings,EAAC,40,1,0.25,0.5,720,0.581960426,-11221662.4,-13977375.4
Warnings,EAAC,40,1,0.25,0.5,770,0.565585872,-11256236.9,-14020929.5
Warnings,EAAC,40,1,0.25,0.5,830,0.547427392,-11295594.1,-14076102.7
Warnings,EAAC,40,1,0.25,0.75,600,0.670804266,-11127344.9,-15904500.4
Warnings,EAAC,40,1,0.25,0.75,650,0.656176048,-11167998.3,-15862355.7
Warnings,EAAC,40,1,0.25,0.75,720,0.637475054,-11221662.4,-15808824.9
Warnings,EAAC,40,1,0.25,0.75,770,0.625183578,-11256236.9,-15774288.1
Warnings,EAAC,40,1,0.25,0.75,830,0.61123068,-11295594.1,-15737776.9
Warnings,EAAC,40,1,0.25,1,600,0.670299781,-11127344.9,-18171360.1
Warnings,EAAC,40,1,0.25,1,650,0.655296688,-11167998.3,-18121600
Warnings,EAAC,40,1,0.25,1,720,0.636098564,-11221662.4,-18057775.2
Warnings,EAAC,40,1,0.25,1,770,0.623614561,-11256236.9,-18016227
Warnings,EAAC,40,1,0.25,1,830,0.609896339,-11295594.1,-17970648.7
Warnings,EAAC,40,1,0.25,1.25,600,0.669691947,-11127344.9,-20439477.8
Warnings,EAAC,40,1,0.25,1.25,650,0.65429855,-11167998.3,-20382086.2
Warnings,EAAC,40,1,0.25,1.25,720,0.634404176,-11221662.4,-20307696.2
Warnings,EAAC,40,1,0.25,1.25,770,0.6213789,-11256236.9,-20258902.5
Warnings,EAAC,40,1,0.25,1.25,830,0.607082893,-11295594.1,-20205385.4
Warnings,EAAC,40,1,0.5,0.25,600,0.54691307,-12832347.7,-12218115
Warnings,EAAC,40,1,0.5,0.25,650,0.52916757,-12876736.1,-12253172.9
Warnings,EAAC,40,1,0.5,0.25,720,0.506607622,-12935915.9,-12304307.7
Warnings,EAAC,40,1,0.5,0.25,770,0.491596825,-12977247.8,-12341548.1
Warnings,EAAC,40,1,0.5,0.25,830,0.474608232,-13023899,-12387011.7
Warnings,EAAC,40,1,0.5,0.5,600,0.642176528,-12832285.3,-14023427.6
Warnings,EAAC,40,1,0.5,0.5,650,0.619210184,-12877017.4,-14057673.7
Warnings,EAAC,40,1,0.5,0.5,720,0.590159538,-12935875.1,-14112446.3
Warnings,EAAC,40,1,0.5,0.5,770,0.571241655,-12977245.9,-14155261.2
Warnings,EAAC,40,1,0.5,0.5,830,0.550407072,-13023899.1,-14209939.8
Warnings,EAAC,40,1,0.5,0.75,600,0.699740573,-12832285.3,-15989732.2
Warnings,EAAC,40,1,0.5,0.75,650,0.683328539,-12877017.4,-15943089.8
Warnings,EAAC,40,1,0.5,0.75,720,0.661358971,-12935875.1,-15881998.2
Warnings,EAAC,40,1,0.5,0.75,770,0.645771909,-12977245.9,-15843459.6
Warnings,EAAC,40,1,0.5,0.75,830,0.623245811,-13023899.1,-15839544.7
Warnings,EAAC,40,1,0.5,1,600,0.700184497,-12832285.3,-18270563.8
Warnings,EAAC,40,1,0.5,1,650,0.683759275,-12877017.4,-18216359.7
Warnings,EAAC,40,1,0.5,1,720,0.661905731,-12935875.1,-18143994.3
Warnings,EAAC,40,1,0.5,1,770,0.646897223,-12977245.9,-18094182.1
Warnings,EAAC,40,1,0.5,1,830,0.62976727,-13023899.1,-18037307.3
Warnings,EAAC,40,1,0.5,1.25,600,0.700197406,-12832285.3,-20553098.7
Warnings,EAAC,40,1,0.5,1.25,650,0.683682757,-12877017.4,-20491824.5
Warnings,EAAC,40,1,0.5,1.25,720,0.661657294,-12935875.1,-20409777.4
Warnings,EAAC,40,1,0.5,1.25,770,0.646500437,-12977245.9,-20353116.9
Warnings,EAAC,40,1,0.5,1.25,830,0.629192325,-13023899.1,-20288351.2
Warnings,EAAC,40,1,0.75,0.25,600,0.559743411,-14815391.5,-12249019.6
Warnings,EAAC,40,1,0.75,0.25,650,0.540422326,-14865172.7,-12282591.8
Warnings,EAAC,40,1,0.75,0.25,720,0.516134252,-14930275.2,-12332393.5
Warnings,EAAC,40,1,0.75,0.25,770,0.499981066,-14976842.4,-12368877.1
Warnings,EAAC,40,1,0.75,0.25,830,0.481766564,-15030498.5,-12413626.4
Warnings,EAAC,40,1,0.75,0.5,600,0.657105003,-14815809.3,-14069649.6
Warnings,EAAC,40,1,0.75,0.5,650,0.632810654,-14864886.7,-14102134.3
Warnings,EAAC,40,1,0.75,0.5,720,0.60186007,-14930268,-14154490.2
Warnings,EAAC,40,1,0.75,0.5,770,0.581606198,-14976842.7,-14195743.6
Warnings,EAAC,40,1,0.75,0.5,830,0.559280712,-15030498.5,-14248808.2
Warnings,EAAC,40,1,0.75,0.75,600,0.717516399,-14815809.3,-16041396.3
Warnings,EAAC,40,1,0.75,0.75,650,0.700047606,-14864886.7,-15992150.5
Warnings,EAAC,40,1,0.75,0.75,720,0.676393661,-14930268,-15927036.1
Warnings,EAAC,40,1,0.75,0.75,770,0.659160003,-14976842.7,-15887681.6
Warnings,EAAC,40,1,0.75,0.75,830,0.633643906,-15030498.5,-15892330.5
Warnings,EAAC,40,1,0.75,1,600,0.718159123,-14815809.3,-18329758.2
Warnings,EAAC,40,1,0.75,1,650,0.700745887,-14864886.7,-18272585.5
Warnings,EAAC,40,1,0.75,1,720,0.677346733,-14930268,-18195426.6
Warnings,EAAC,40,1,0.75,1,770,0.661080221,-14976842.7,-18141534.4
Warnings,EAAC,40,1,0.75,1,830,0.64229062,-15030498.5,-18079199.2
Warnings,EAAC,40,1,0.75,1.25,600,0.71830113,-14815809.3,-20620042
Warnings,EAAC,40,1,0.75,1.25,650,0.700858741,-14864886.7,-20555647
Warnings,EAAC,40,1,0.75,1.25,720,0.677406779,-14930268,-20468598
Warnings,EAAC,40,1,0.75,1.25,770,0.6610934,-14976842.7,-20407760.8
Warnings,EAAC,40,1,0.75,1.25,830,0.642245841,-15030498.5,-20337294.9
Warnings,EAAC,40,1,1,0.25,600,0.573411436,-16852587.1,-12269672.3
Warnings,EAAC,40,1,1,0.25,650,0.552910762,-16908865.2,-12301450.3
Warnings,EAAC,40,1,1,0.25,720,0.527047306,-16984757.2,-12348901
Warnings,EAAC,40,1,1,0.25,770,0.509885248,-17039023.7,-12383960.7
Warnings,EAAC,40,1,1,0.25,830,0.490640888,-17101968.6,-12427327.3
Warnings,EAAC,40,1,1,0.5,600,0.672664189,-16852289.9,-14101960.3
Warnings,EAAC,40,1,1,0.5,650,0.64719111,-16908914.9,-14131591.8
Warnings,EAAC,40,1,1,0.5,720,0.614639209,-16984756.5,-14180315.2
Warnings,EAAC,40,1,1,0.5,770,0.593259594,-17039023.5,-14219217.2
Warnings,EAAC,40,1,1,0.5,830,0.569744169,-17101968.5,-14269911.3
Warnings,EAAC,40,1,1,0.75,600,0.733914005,-16852289.9,-16089391.4
Warnings,EAAC,40,1,1,0.75,650,0.715504543,-16908914.9,-16037161.5
Warnings,EAAC,40,1,1,0.75,720,0.690466627,-16984756.5,-15968439.9
Warnings,EAAC,40,1,1,0.75,770,0.6722212,-17039023.5,-15926213.4
Warnings,EAAC,40,1,1,0.75,830,0.645598101,-17101968.5,-15926339.4
Warnings,EAAC,40,1,1,1,600,0.73393655,-16852289.9,-18387736
Warnings,EAAC,40,1,1,1,650,0.715715941,-16908914.9,-18326872.3
Warnings,EAAC,40,1,1,1,720,0.691228023,-16984756.5,-18244021.2
Warnings,EAAC,40,1,1,1,770,0.674113232,-17039023.5,-18185689.4
Warnings,EAAC,40,1,1,1,830,0.65424854,-17101968.5,-18119153.3
Warnings,EAAC,40,1,1,1.25,600,0.7339368,-16852289.9,-20686199.9
Warnings,EAAC,40,1,1,1.25,650,0.715716304,-16908914.9,-20617726.5
Warnings,EAAC,40,1,1,1.25,720,0.691228821,-16984756.5,-20524509.5
Warnings,EAAC,40,1,1,1.25,770,0.674116583,-17039023.5,-20458835.3
Warnings,EAAC,40,1,1,1.25,830,0.65433782,-17101968.5,-20382660.9
Warnings,EAAC,40,1,1.25,0.25,600,0.587390665,-18890476.7,-12288608.9
Warnings,EAAC,40,1,1.25,0.25,650,0.565738391,-18956183.5,-12318252.7
Warnings,EAAC,40,1,1.25,0.25,720,0.538396884,-19043732.2,-12363208.1
Warnings,EAAC,40,1,1.25,0.25,770,0.520267272,-19106964.3,-12396730.9
Warnings,EAAC,40,1,1.25,0.25,830,0.500033013,-19179601.1,-12438546.9
Warnings,EAAC,40,1,1.25,0.5,600,0.688434658,-18890953,-14131676.9
Warnings,EAAC,40,1,1.25,0.5,650,0.661861249,-18956098.8,-14158287.3
Warnings,EAAC,40,1,1.25,0.5,720,0.627800008,-19043744.2,-14203160.4
Warnings,EAAC,40,1,1.25,0.5,770,0.605366177,-19106957.7,-14239562.5
Warnings,EAAC,40,1,1.25,0.5,830,0.580728042,-19179603,-14287675.9
Warnings,EAAC,40,1,1.25,0.75,600,0.749652035,-18890953,-16138783.1
Warnings,EAAC,40,1,1.25,0.75,650,0.730418331,-18956098.8,-16083765.9
Warnings,EAAC,40,1,1.25,0.75,720,0.704480846,-19043744.2,-16009793.5
Warnings,EAAC,40,1,1.25,0.75,770,0.685473808,-19106957.7,-15964112.1
Warnings,EAAC,40,1,1.25,0.75,830,0.658108272,-19179603,-15957260.4
Warnings,EAAC,40,1,1.25,1,600,0.749655746,-18890953,-18444298.4
Warnings,EAAC,40,1,1.25,1,650,0.730426919,-18956098.8,-18381378.3
Warnings,EAAC,40,1,1.25,1,720,0.704612018,-19043744.2,-18295823.4
Warnings,EAAC,40,1,1.25,1,770,0.686586245,-19106957.7,-18235552
Warnings,EAAC,40,1,1.25,1,830,0.665856582,-19179603,-18165556.5
Warnings,EAAC,40,1,1.25,1.25,600,0.749655952,-18890953,-20749833.9
Warnings,EAAC,40,1,1.25,1.25,650,0.730427191,-18956098.8,-20679047.1
Warnings,EAAC,40,1,1.25,1.25,720,0.704612426,-19043744.2,-20582793.9
Warnings,EAAC,40,1,1.25,1.25,770,0.686586806,-19106957.7,-20514982.9
Warnings,EAAC,40,1,1.25,1.25,830,0.665857445,-19179603,-20436224.5
OK,EAAC,40,1.5,0.25,0.25,600,0.537742666,-11126858,-12125031.3
OK,EAAC,40,1.5,0.25,0.25,650,0.522298454,-11168015.9,-12159892.6
OK,EAAC,40,1.5,0.25,0.25,720,0.502600895,-11221652.7,-12210677.3
OK,EAAC,40,1.5,0.25,0.25,770,0.48943118,-11256236.7,-12247481.9
OK,EAAC,40,1.5,0.25,0.25,830,0.474325403,-11295594.2,-12292202
OK,EAAC,40,1.5,0.25,0.5,600,0.627847595,-11127344.9,-13887988.9
OK,EAAC,40,1.5,0.25,0.5,650,0.607408008,-11167998.3,-13921882.7
OK,EAAC,40,1.5,0.25,0.5,720,0.581960426,-11221662.4,-13977375.4
OK,EAAC,40,1.5,0.25,0.5,770,0.565585872,-11256236.9,-14020929.5
OK,EAAC,40,1.5,0.25,0.5,830,0.547427392,-11295594.1,-14076102.7
OK,EAAC,40,1.5,0.25,0.75,600,0.670804266,-11127344.9,-15904500.4
OK,EAAC,40,1.5,0.25,0.75,650,0.656176048,-11167998.3,-15862355.7
OK,EAAC,40,1.5,0.25,0.75,720,0.637475054,-11221662.4,-15808824.9
OK,EAAC,40,1.5,0.25,0.75,770,0.625183578,-11256236.9,-15774288.1
OK,EAAC,40,1.5,0.25,0.75,830,0.61123068,-11295594.1,-15737776.9
OK,EAAC,40,1.5,0.25,1,600,0.670299781,-11127344.9,-18171360.1
OK,EAAC,40,1.5,0.25,1,650,0.655296688,-11167998.3,-18121600
OK,EAAC,40,1.5,0.25,1,720,0.636098564,-11221662.4,-18057775.2
OK,EAAC,40,1.5,0.25,1,770,0.623614561,-11256236.9,-18016227
OK,EAAC,40,1.5,0.25,1,830,0.609896339,-11295594.1,-17970648.7
OK,EAAC,40,1.5,0.25,1.25,600,0.669691947,-11127344.9,-20439477.8
OK,EAAC,40,1.5,0.25,1.25,650,0.65429855,-11167998.3,-20382086.2
OK,EAAC,40,1.5,0.25,1.25,720,0.634404176,-11221662.4,-20307696.2
OK,EAAC,40,1.5,0.25,1.25,770,0.6213789,-11256236.9,-20258902.5
OK,EAAC,40,1.5,0.25,1.25,830,0.607082893,-11295594.1,-20205385.4
OK,EAAC,40,1.5,0.5,0.25,600,0.54691307,-12832347.7,-12218115
OK,EAAC,40,1.5,0.5,0.25,650,0.52916757,-12876736.1,-12253172.9
OK,EAAC,40,1.5,0.5,0.25,720,0.506607622,-12935915.9,-12304307.7
OK,EAAC,40,1.5,0.5,0.25,770,0.491596825,-12977247.8,-12341548.1
OK,EAAC,40,1.5,0.5,0.25,830,0.474608232,-13023899,-12387011.7
OK,EAAC,40,1.5,0.5,0.5,600,0.642176528,-12832285.3,-14023427.6
OK,EAAC,40,1.5,0.5,0.5,650,0.619210184,-12877017.4,-14057673.7
OK,EAAC,40,1.5,0.5,0.5,720,0.590159538,-12935875.1,-14112446.3
OK,EAAC,40,1.5,0.5,0.5,770,0.571241655,-12977245.9,-14155261.2
OK,EAAC,40,1.5,0.5,0.5,830,0.550407072,-13023899.1,-14209939.8
OK,EAAC,40,1.5,0.5,0.75,600,0.699740573,-12832285.3,-15989732.2
OK,EAAC,40,1.5,0.5,0.75,650,0.683328539,-12877017.4,-15943089.8
OK,EAAC,40,1.5,0.5,0.75,720,0.661358971,-12935875.1,-15881998.2
OK,EAAC,40,1.5,0.5,0.75,770,0.645771909,-12977245.9,-15843459.6
OK,EAAC,40,1.5,0.5,0.75,830,0.623245811,-13023899.1,-15839544.7
OK,EAAC,40,1.5,0.5,1,600,0.700184497,-12832285.3,-18270563.8
OK,EAAC,40,1.5,0.5,1,650,0.683759275,-12877017.4,-18216359.7
OK,EAAC,40,1.5,0.5,1,720,0.661905731,-12935875.1,-18143994.3
OK,EAAC,40,1.5,0.5,1,770,0.646897223,-12977245.9,-18094182.1
OK,EAAC,40,1.5,0.5,1,830,0.62976727,-13023899.1,-18037307.3
OK,EAAC,40,1.5,0.5,1.25,600,0.700197406,-12832285.3,-20553098.7
OK,EAAC,40,1.5,0.5,1.25,650,0.683682757,-12877017.4,-20491824.5
OK,EAAC,40,1.5,0.5,1.25,720,0.661657294,-12935875.1,-20409777.4
OK,EAAC,40,1.5,0.5,1.25,770,0.646500437,-12977245.9,-20353116.9
OK,EAAC,40,1.5,0.5,1.25,830,0.629192325,-13023899.1,-20288351.2
OK,EAAC,40,1.5,0.75,0.25,600,0.559743411,-14815391.5,-12249019.6
OK,EAAC,40,1.5,0.75,0.25,650,0.540422326,-14865172.7,-12282591.8
OK,EAAC,40,1.5,0.75,0.25,720,0.516134252,-14930275.2,-12332393.5
OK,EAAC,40,1.5,0.75,0.25,770,0.499981066,-14976842.4,-12368877.1
OK,EAAC,40,1.5,0.75,0.25,830,0.481766564,-15030498.5,-12413626.4
OK,EAAC,40,1.5,0.75,0.5,600,0.657105003,-14815809.3,-14069649.6
OK,EAAC,40,1.5,0.75,0.5,650,0.632810654,-14864886.7,-14102134.3
OK,EAAC,40,1.5,0.75,0.5,720,0.60186007,-14930268,-14154490.2
OK,EAAC,40,1.5,0.75,0.5,770,0.581606198,-14976842.7,-14195743.6
OK,EAAC,40,1.5,0.75,0.5,830,0.559280712,-15030498.5,-14248808.2
OK,EAAC,40,1.5,0.75,0.75,600,0.717516399,-14815809.3,-16041396.3
OK,EAAC,40,1.5,0.75,0.75,650,0.700047606,-14864886.7,-15992150.5
OK,EAAC,40,1.5,0.75,0.75,720,0.676393661,-14930268,-15927036.1
OK,EAAC,40,1.5,0.75,0.75,770,0.659160003,-14976842.7,-15887681.6
OK,EAAC,40,1.5,0.75,0.75,830,0.633643906,-15030498.5,-15892330.5
OK,EAAC,40,1.5,0.75,1,600,0.718159123,-14815809.3,-18329758.2
OK,EAAC,40,1.5,0.75,1,650,0.700745887,-14864886.7,-18272585.5
OK,EAAC,40,1.5,0.75,1,720,0.677346733,-14930268,-18195426.6
OK,EAAC,40,1.5,0.75,1,770,0.661080221,-14976842.7,-18141534.4
OK,EAAC,40,1.5,0.75,1,830,0.64229062,-15030498.5,-18079199.2
OK,EAAC,40,1.5,0.75,1.25,600,0.71830113,-14815809.3,-20620042
OK,EAAC,40,1.5,0.75,1.25,650,0.700858741,-14864886.7,-20555647
OK,EAAC,40,1.5,0.75,1.25,720,0.677406779,-14930268,-20468598
OK,EAAC,40,1.5,0.75,1.25,770,0.6610934,-14976842.7,-20407760.8
OK,EAAC,40,1.5,0.75,1.25,830,0.642245841,-15030498.5,-20337294.9
OK,EAAC,40,1.5,1,0.25,600,0.573411436,-16852587.1,-12269672.3
OK,EAAC,40,1.5,1,0.25,650,0.552910762,-16908865.2,-12301450.3
OK,EAAC,40,1.5,1,0.25,720,0.527047306,-16984757.2,-12348901
OK,EAAC,40,1.5,1,0.25,770,0.509885248,-17039023.7,-12383960.7
OK,EAAC,40,1.5,1,0.25,830,0.490640888,-17101968.6,-12427327.3
OK,EAAC,40,1.5,1,0.5,600,0.672664189,-16852289.9,-14101960.3
OK,EAAC,40,1.5,1,0.5,650,0.64719111,-16908914.9,-14131591.8
OK,EAAC,40,1.5,1,0.5,720,0.614639209,-16984756.5,-14180315.2
OK,EAAC,40,1.5,1,0.5,770,0.593259594,-17039023.5,-14219217.2
OK,EAAC,40,1.5,1,0.5,830,0.569744169,-17101968.5,-14269911.3
OK,EAAC,40,1.5,1,0.75,600,0.733914005,-16852289.9,-16089391.4
OK,EAAC,40,1.5,1,0.75,650,0.715504543,-16908914.9,-16037161.5
OK,EAAC,40,1.5,1,0.75,720,0.690466627,-16984756.5,-15968439.9
OK,EAAC,40,1.5,1,0.75,770,0.6722212,-17039023.5,-15926213.4
OK,EAAC,40,1.5,1,0.75,830,0.645598101,-17101968.5,-15926339.4
OK,EAAC,40,1.5,1,1,600,0.73393655,-16852289.9,-18387736
OK,EAAC,40,1.5,1,1,650,0.715715941,-16908914.9,-18326872.3
OK,EAAC,40,1.5,1,1,720,0.691228023,-16984756.5,-18244021.2
OK,EAAC,40,1.5,1,1,770,0.674113232,-17039023.5,-18185689.4
OK,EAAC,40,1.5,1,1,830,0.65424854,-17101968.5,-18119153.3
OK,EAAC,40,1.5,1,1.25,600,0.7339368,-16852289.9,-20686199.9
OK,EAAC,40,1.5,1,1.25,650,0.715716304,-16908914.9,-20617726.5
OK,EAAC,40,1.5,1,1.25,720,0.691228821,-16984756.5,-20524509.5
OK,EAAC,40,1.5,1,1.25,770,0.674116583,-17039023.5,-20458835.3
OK,EAAC,40,1.5,1,1.25,830,0.65433782,-17101968.5,-20382660.9
OK,EAAC,40,1.5,1.25,0.25,600,0.587390665,-18890476.7,-12288608.9
OK,EAAC,40,1.5,1.25,0.25,650,0.565738391,-18956183.5,-12318252.7
OK,EAAC,40,1.5,1.25,0.25,720,0.538396884,-19043732.2,-12363208.1
OK,EAAC,40,1.5,1.25,0.25,770,0.520267272,-19106964.3,-12396730.9
OK,EAAC,40,1.5,1.25,0.25,830,0.500033013,-19179601.1,-12438546.9
OK,EAAC,40,1.5,1.25,0.5,600,0.688434658,-18890953,-14131676.9
OK,EAAC,40,1.5,1.25,0.5,650,0.661861249,-18956098.8,-14158287.3
OK,EAAC,40,1.5,1.25,0.5,720,0.627800008,-19043744.2,-14203160.4
OK,EAAC,40,1.5,1.25,0.5,770,0.605366177,-19106957.7,-14239562.5
OK,EAAC,40,1.5,1.25,0.5,830,0.580728042,-19179603,-14287675.9
OK,EAAC,40,1.5,1.25,0.75,600,0.749652035,-18890953,-16138783.1
OK,EAAC,40,1.5,1.25,0.75,650,0.730418331,-18956098.8,-16083765.9
OK,EAAC,40,1.5,1.25,0.75,720,0.704480846,-19043744.2,-16009793.5
OK,EAAC,40,1.5,1.25,0.75,770,0.685473808,-19106957.7,-15964112.1
OK,EAAC,40,1.5,1.25,0.75,830,0.658108272,-19179603,-15957260.4
OK,EAAC,40,1.5,1.25,1,600,0.749655746,-18890953,-18444298.4
OK,EAAC,40,1.5,1.25,1,650,0.730426919,-18956098.8,-18381378.3
OK,EAAC,40,1.5,1.25,1,720,0.704612018,-19043744.2,-18295823.4
OK,EAAC,40,1.5,1.25,1,770,0.686586245,-19106957.7,-18235552
OK,EAAC,40,1.5,1.25,1,830,0.665856582,-19179603,-18165556.5
OK,EAAC,40,1.5,1.25,1.25,600,0.749655952,-18890953,-20749833.9
OK,EAAC,40,1.5,1.25,1.25,650,0.730427191,-18956098.8,-20679047.1
OK,EAAC,40,1.5,1.25,1.25,720,0.704612426,-19043744.2,-20582793.9
OK,EAAC,40,1.5,1.25,1.25,770,0.686586806,-19106957.7,-20514982.9
OK,EAAC,40,1.5,1.25,1.25,830,0.665857445,-19179603,-20436224.5
OK,EAAC,40,2,0.25,0.25,600,0.537742666,-11126858,-12125031.3
OK,EAAC,40,2,0.25,0.25,650,0.522298454,-11168015.9,-12159892.6
OK,EAAC,40,2,0.25,0.25,720,0.502600895,-11221652.7,-12210677.3
OK,EAAC,40,2,0.25,0.25,770,0.48943118,-11256236.7,-12247481.9
OK,EAAC,40,2,0.25,0.25,830,0.474325403,-11295594.2,-12292202
OK,EAAC,40,2,0.25,0.5,600,0.627847595,-11127344.9,-13887988.9
OK,EAAC,40,2,0.25,0.5,650,0.607408008,-11167998.3,-13921882.7
OK,EAAC,40,2,0.25,0.5,720,0.581960426,-11221662.4,-13977375.4
OK,EAAC,40,2,0.25,0.5,770,0.565585872,-11256236.9,-14020929.5
OK,EAAC,40,2,0.25,0.5,830,0.547427392,-11295594.1,-14076102.7
OK,EAAC,40,2,0.25,0.75,600,0.670804266,-11127344.9,-15904500.4
OK,EAAC,40,2,0.25,0.75,650,0.656176048,-11167998.3,-15862355.7
OK,EAAC,40,2,0.25,0.75,720,0.637475054,-11221662.4,-15808824.9
OK,EAAC,40,2,0.25,0.75,770,0.625183578,-11256236.9,-15774288.1
OK,EAAC,40,2,0.25,0.75,830,0.61123068,-11295594.1,-15737776.9
OK,EAAC,40,2,0.25,1,600,0.670299781,-11127344.9,-18171360.1
OK,EAAC,40,2,0.25,1,650,0.655296688,-11167998.3,-18121600
OK,EAAC,40,2,0.25,1,720,0.636098564,-11221662.4,-18057775.2
OK,EAAC,40,2,0.25,1,770,0.623614561,-11256236.9,-18016227
OK,EAAC,40,2,0.25,1,830,0.609896339,-11295594.1,-17970648.7
OK,EAAC,40,2,0.25,1.25,600,0.669691947,-11127344.9,-20439477.8
OK,EAAC,40,2,0.25,1.25,650,0.65429855,-11167998.3,-20382086.2
